10876 39994
65 202 19
65 203 29
65 204 89
65 205 70
73 187 18
73 188 18
73 189 97
73 190 25
73 191 44
73 192 71
73 193 84
73 194 91
73 195 100
73 196 73
75 3 26
75 6 45
75 57 91
75 216 6
75 217 40
75 218 55
75 219 87
75 220 70
75 221 83
75 222 43
76 206 65
76 207 98
76 208 8
76 209 56
76 210 5
76 211 49
76 212 12
76 213 23
76 214 29
76 215 100
77 80 44
77 84 47
77 85 69
77 86 41
77 88 23
77 294 12
77 309 11
77 310 6
77 311 2
77 312 62
78 490 31
78 491 79
78 492 6
80 232 21
80 233 37
80 234 45
80 235 27
80 236 23
80 237 66
80 238 9
80 239 17
80 240 83
81 193 59
81 196 25
81 750 38
81 1014 63
81 2738 25
81 3186 1
81 3297 37
81 5969 53
81 5970 100
81 5971 80
83 63 51
83 223 69
83 224 72
83 225 74
83 226 32
83 227 82
83 228 31
83 229 34
83 230 95
83 231 61
84 408 64
84 820 100
84 2619 82
84 2952 100
84 4166 97
84 4657 60
84 4754 74
84 5031 14
84 6337 69
84 6338 91
87 208 96
87 241 27
87 242 67
87 243 85
87 244 41
87 245 91
87 246 85
87 247 77
87 248 43
88 84 37
88 85 8
88 86 46
88 292 57
88 293 80
88 294 19
88 295 88
88 296 13
88 297 49
88 298 73
89 148 60
89 266 10
89 267 37
89 268 11
89 269 43
89 270 88
89 271 7
89 272 2
89 273 14
89 274 73
90 89 22
90 92 56
90 223 20
90 259 100
90 260 22
90 261 5
90 262 40
90 263 12
90 264 41
90 265 68
91 249 6
91 250 29
91 251 28
91 252 51
91 253 85
91 254 59
91 255 21
91 256 25
91 257 23
91 258 70
92 164 97
92 275 82
92 276 31
92 277 85
92 278 93
92 279 73
92 280 73
92 281 51
92 282 26
92 283 86
93 107 23
93 284 100
93 285 41
93 286 43
93 287 99
93 288 14
93 289 99
93 290 91
93 291 25
94 299 91
94 300 10
94 301 82
94 302 20
94 303 37
94 304 33
94 305 56
94 306 95
94 307 5
94 308 80
96 333 70
96 334 74
96 335 77
96 336 51
96 337 56
96 338 61
96 339 43
96 340 80
96 341 85
96 342 94
97 27 6
97 142 22
97 502 68
97 742 5
97 871 14
97 872 62
97 873 55
97 874 27
97 875 60
97 876 45
97 877 3
97 878 3
97 879 7
97 880 85
97 881 22
97 882 43
97 883 69
97 884 29
97 885 90
99 4 73
99 103 9
99 105 59
99 320 99
99 321 37
99 322 9
99 323 54
99 324 49
99 325 4
99 326 34
99 327 34
99 328 49
99 329 91
99 330 55
99 331 68
99 332 47
101 139 69
101 313 30
101 314 1
101 315 47
101 316 89
101 317 98
101 318 50
101 319 91
106 166 4
106 171 34
106 343 64
106 344 98
106 345 54
106 346 93
106 347 87
106 348 26
106 349 53
107 2981 97
107 3307 76
107 6479 89
107 7381 58
107 8612 30
107 8842 37
107 8843 61
107 8844 15
107 8845 22
108 350 61
109 385 5
109 386 29
109 387 28
109 388 51
109 389 49
109 390 57
109 391 3
109 392 95
109 393 98
109 394 100
111 102 44
112 329 40
112 351 3
112 352 29
112 353 4
112 354 1
112 355 82
112 356 48
112 357 39
112 358 60
112 359 52
113 86 36
113 360 35
113 361 40
113 362 93
113 363 16
113 364 28
113 365 5
113 366 30
113 367 50
115 395 65
115 396 86
115 397 30
115 398 44
115 399 36
115 400 78
115 401 1
115 402 39
115 403 72
115 404 50
116 512 90
118 368 68
118 369 89
118 370 93
118 371 96
118 372 44
118 373 45
118 374 30
118 375 91
118 376 83
118 377 41
119 102 42
119 103 70
119 322 27
119 378 33
119 379 62
119 380 43
119 381 61
119 382 18
119 383 24
119 384 62
120 97 82
120 408 10
120 438 91
120 439 26
120 440 97
120 441 68
120 442 78
120 443 35
120 444 91
120 445 27
121 480 25
121 481 58
121 482 15
121 483 69
121 484 6
121 485 59
121 486 13
121 487 87
121 488 1
121 489 47
122 149 27
122 415 95
122 416 17
122 417 53
122 418 79
123 405 30
123 406 47
123 407 91
123 408 48
123 409 71
123 410 52
123 411 81
123 412 32
123 413 94
123 414 58
124 419 28
124 420 13
124 421 87
124 422 15
124 423 56
124 424 13
124 425 91
124 426 13
124 427 80
124 428 11
125 470 70
125 471 90
125 472 75
125 473 56
125 474 42
125 475 21
125 476 34
125 477 88
125 478 89
125 479 39
126 244 67
126 957 71
126 958 85
127 1475 57
127 2364 18
127 2799 7
127 3641 61
127 3681 50
127 3682 38
127 3683 6
127 3684 60
127 3685 18
127 3686 19
128 18 46
128 429 84
128 430 74
128 431 59
128 432 74
128 433 38
128 434 90
128 435 84
128 436 8
128 437 79
129 2518 58
129 3309 15
129 3310 72
129 3311 30
129 3312 1
129 3313 60
129 3314 19
129 3315 39
129 3316 26
129 3317 89
130 446 75
130 447 34
130 448 58
130 449 82
130 450 94
130 451 59
130 452 71
130 453 100
130 454 18
130 455 40
131 140 70
131 328 64
131 456 23
131 457 95
131 458 74
131 459 48
131 460 32
131 461 63
131 462 83
131 463 91
132 3 93
132 52 92
132 219 58
132 222 16
132 464 22
132 465 58
132 466 75
132 467 92
132 468 48
132 469 52
133 570 32
133 1210 22
133 1755 38
133 2002 41
133 2773 55
133 3680 31
133 4229 99
133 4230 26
133 4231 82
133 4232 17
136 730 17
136 1116 3
136 1198 32
136 1454 40
136 4191 97
136 4694 5
136 5062 39
136 5626 81
136 8253 19
136 8958 22
137 289 71
137 493 63
137 494 13
137 495 80
137 496 78
137 497 86
137 498 37
137 499 5
137 500 77
137 501 84
141 502 8
141 503 60
141 504 58
141 505 45
141 506 100
141 507 12
141 508 28
141 509 51
141 510 37
141 511 61
144 260 19
144 377 6
144 513 64
144 514 50
144 515 45
144 516 12
144 517 6
144 518 35
144 519 92
144 520 76
147 402 56
147 521 15
147 522 90
147 523 69
147 524 94
147 525 19
147 526 6
147 527 83
147 528 23
147 529 83
148 40 18
148 121 31
148 530 94
148 531 75
148 532 27
148 533 94
148 534 87
148 535 54
148 536 44
148 537 75
150 538 15
150 539 14
150 540 80
150 541 78
150 542 63
150 543 76
150 544 89
150 545 20
150 546 11
150 547 33
153 197 95
153 473 18
153 548 47
153 549 36
153 550 38
153 551 92
153 552 54
153 553 44
153 554 74
153 555 29
154 167 26
154 580 92
154 581 11
154 582 19
154 583 18
154 584 37
154 585 64
154 586 56
154 587 91
154 588 59
157 155 31
157 556 5
157 557 72
157 558 62
157 559 34
157 560 86
157 561 90
157 562 74
157 563 5
157 564 52
158 346 6
158 495 51
158 505 69
158 565 4
158 566 86
158 567 7
158 568 96
158 569 40
162 570 50
162 571 21
162 572 68
162 573 27
162 574 64
162 575 78
162 576 97
162 577 82
162 578 66
162 579 61
165 589 37
165 590 56
165 591 71
165 592 19
165 593 12
165 594 43
165 595 33
165 596 97
165 597 80
165 598 22
166 205 71
166 599 85
166 600 73
166 601 28
166 602 35
166 603 41
166 604 84
166 605 73
166 606 99
166 607 31
167 608 64
167 609 48
167 610 51
167 611 31
167 612 74
167 613 15
167 614 60
167 615 23
167 616 48
167 617 25
168 155 83
168 157 36
168 540 33
168 618 5
168 619 55
168 620 44
168 621 99
168 622 87
168 623 41
168 624 79
170 78 60
170 715 63
170 716 63
170 717 84
170 718 42
170 719 49
170 720 24
170 721 25
170 722 73
170 723 23
171 543 55
171 600 36
171 616 22
171 625 58
171 626 66
171 627 48
171 628 72
171 629 77
171 630 70
171 631 19
175 92 2
175 190 4
175 421 54
175 632 34
175 633 8
175 634 60
175 635 29
175 636 7
175 637 98
175 638 21
176 180 85
176 561 9
176 633 35
176 639 99
176 640 92
176 641 77
176 642 99
176 643 16
176 644 53
176 645 72
177 4 90
180 304 60
180 639 7
180 646 11
180 647 17
180 648 25
180 649 10
180 650 40
180 651 1
180 652 79
180 653 10
181 359 54
181 655 82
181 656 15
181 657 39
181 658 90
181 659 27
181 660 68
181 661 48
181 662 24
181 663 88
183 664 32
184 564 33
184 665 23
184 666 82
184 667 76
184 668 51
184 669 80
184 670 91
184 671 55
184 672 51
184 673 32
185 3578 14
185 8662 58
187 167 95
187 407 82
187 568 82
187 693 4
187 694 21
187 695 34
187 696 83
187 697 82
187 698 88
187 699 16
189 674 97
189 675 26
189 676 5
189 677 23
189 678 93
189 679 52
189 680 98
189 681 33
189 682 35
189 683 82
190 1091 7
190 1579 16
190 2793 58
190 3004 9
190 4496 96
190 4579 100
190 5173 63
190 5355 98
190 9273 84
190 9357 77
192 684 55
192 685 78
192 686 10
192 687 88
192 688 33
192 689 83
192 690 22
192 691 67
192 692 64
193 700 61
194 9 83
194 290 12
194 351 86
194 581 87
194 836 86
194 4391 31
194 4596 91
194 4609 84
194 4870 15
194 6699 77
195 278 17
195 399 21
195 605 93
195 701 26
195 702 29
195 703 40
195 704 26
195 705 91
195 706 37
195 707 61
198 165 19
198 178 44
198 675 38
198 708 29
198 709 83
198 710 22
198 711 11
198 712 56
198 713 89
198 714 26
200 724 16
200 725 71
200 726 38
200 727 54
200 728 9
200 729 23
200 730 84
200 731 51
200 732 58
200 733 98
201 359 28
201 734 27
201 735 70
201 736 72
201 737 52
201 738 50
201 739 11
201 740 29
201 741 40
201 742 99
206 328 89
206 641 11
206 753 94
206 754 78
206 755 91
206 756 77
206 757 100
206 758 53
206 759 32
206 760 88
207 743 78
207 744 100
207 745 58
207 746 67
207 747 53
207 748 18
207 749 42
207 750 36
207 751 69
207 752 99
213 172 85
213 348 96
213 410 77
213 761 6
213 762 67
213 763 29
213 764 55
213 765 29
213 766 9
213 767 94
218 69 79
218 564 98
218 768 56
218 769 73
218 770 75
218 771 46
218 772 1
218 773 26
218 774 98
220 108 84
220 775 13
220 776 28
220 777 83
220 778 22
220 779 94
220 780 35
220 781 40
220 782 35
220 783 22
221 784 60
223 355 86
223 785 58
223 786 55
223 787 62
223 788 63
223 789 73
223 790 42
223 791 17
223 792 53
227 58 51
227 106 63
227 343 83
227 344 100
227 345 18
227 347 55
227 793 74
227 794 16
227 795 7
229 161 52
229 362 65
229 796 91
229 797 64
229 798 92
229 799 73
229 800 38
229 801 38
229 802 60
231 1268 29
231 1269 72
231 1270 81
231 1271 88
231 1272 57
231 1273 91
231 1274 42
234 92 71
234 627 53
234 691 66
234 803 12
234 804 70
234 805 18
234 806 62
234 807 84
234 808 52
234 809 13
235 4 1
235 810 7
235 811 39
235 812 68
235 813 65
235 814 90
235 815 33
235 816 55
235 817 5
235 818 76
236 256 80
236 768 42
236 773 13
236 836 39
236 837 70
236 838 37
236 839 71
236 840 57
236 841 45
236 842 61
237 296 50
237 579 15
237 812 66
237 819 15
237 820 27
237 821 87
237 822 84
237 823 40
237 824 70
237 825 36
238 826 53
238 827 22
238 828 94
238 829 91
238 830 90
238 831 10
238 832 32
238 833 74
238 834 65
238 835 36
239 475 49
239 844 96
239 910 78
239 911 14
239 912 34
239 913 99
239 914 50
239 915 56
239 916 56
239 917 94
240 505 69
240 518 57
240 843 61
240 844 34
240 845 24
240 846 87
240 847 72
240 848 59
242 669 78
242 783 41
242 809 46
242 849 82
242 850 62
242 851 91
242 852 24
242 853 51
242 854 1
242 855 55
244 669 76
244 957 65
244 1012 43
244 1020 25
244 1021 60
244 1022 20
244 1023 90
244 1024 45
244 1025 70
244 1026 39
247 1275 52
247 1276 77
247 1277 84
247 1278 20
247 1279 34
247 1280 44
248 76 5
248 419 57
248 726 82
248 856 76
248 857 67
248 858 12
248 859 68
248 860 13
248 861 93
248 862 30
251 685 3
251 859 69
251 863 32
251 864 3
251 865 75
251 866 8
251 867 19
251 868 17
251 869 84
251 870 78
252 301 88
252 500 73
252 866 74
252 894 58
252 895 63
252 896 26
252 897 34
252 898 98
252 899 97
252 900 19
253 483 42
253 886 54
253 887 27
253 888 75
253 889 81
253 890 94
253 891 86
253 892 49
253 893 6
254 305 31
254 901 30
254 902 60
254 903 99
254 904 61
254 905 63
254 906 25
254 907 20
254 908 81
254 909 42
255 864 3
255 924 11
255 925 81
255 926 27
255 927 84
255 928 90
255 929 41
255 930 9
255 931 24
255 932 39
256 291 58
256 686 94
256 812 32
256 860 11
256 918 21
256 919 6
256 920 91
256 921 14
256 922 92
256 923 39
260 162 71
260 329 22
260 975 68
260 976 30
260 977 72
260 978 81
260 979 44
260 980 96
260 981 100
261 547 25
261 933 89
261 934 55
261 935 87
261 936 70
261 937 33
261 938 70
261 939 11
261 940 74
261 941 31
262 103 34
262 323 64
262 326 88
262 330 80
262 942 95
262 943 50
262 944 100
262 945 52
262 946 40
262 947 65
263 114 43
263 481 31
263 1093 87
263 1588 16
263 1717 50
263 2071 16
263 2122 87
263 2870 82
263 2871 12
263 2872 35
264 642 34
264 948 88
264 949 23
264 950 88
264 951 74
264 952 44
264 953 20
264 954 43
264 955 55
264 956 45
265 386 25
265 484 40
265 1027 60
265 1028 64
265 1029 19
265 1030 54
265 1031 13
265 1032 70
265 1033 6
265 1034 5
266 978 34
266 1011 100
266 1012 35
266 1013 20
266 1014 16
266 1015 36
266 1016 88
266 1017 54
266 1018 70
266 1019 51
267 628 88
267 928 3
267 959 38
267 960 63
267 961 90
267 962 11
267 963 6
267 964 61
267 965 5
267 966 12
268 215 58
268 967 30
268 968 4
268 969 17
268 970 93
268 971 22
268 972 23
268 973 6
268 974 44
270 263 80
270 1044 62
270 1045 29
270 1046 79
270 1047 48
270 1048 1
270 1049 46
270 1050 83
270 1051 88
270 1052 100
272 765 52
272 982 90
272 983 87
272 984 54
272 985 27
272 986 49
272 987 95
272 988 37
272 989 7
273 289 8
273 635 93
273 967 18
273 990 65
273 991 22
273 992 21
273 993 81
273 994 67
273 995 95
273 996 55
275 149 24
275 431 38
275 997 34
275 998 85
275 999 18
275 1000 13
275 1001 32
275 1002 18
275 1003 10
275 1004 66
276 1315 57
277 413 9
277 637 70
277 638 46
277 698 96
277 1005 23
277 1006 72
277 1007 96
277 1008 70
277 1009 60
277 1010 2
280 264 77
280 1035 53
280 1036 72
280 1037 41
280 1038 26
280 1039 44
280 1040 73
280 1041 92
280 1042 90
280 1043 28
281 542 67
281 837 79
281 2226 13
281 2468 51
281 3324 97
281 4303 25
281 5152 34
281 5453 14
281 5495 87
281 5496 100
282 50 71
285 106 95
285 345 69
285 407 16
285 569 42
285 1053 43
285 1054 40
285 1055 38
285 1056 64
285 1057 99
285 1058 91
286 203 40
286 1073 3
286 1074 14
286 1075 32
286 1076 29
286 1077 58
286 1078 5
286 1079 72
286 1080 47
286 1081 84
287 296 39
287 324 26
287 332 96
287 1059 41
287 1060 22
287 1061 73
287 1062 27
287 1063 35
287 1064 59
287 1065 26
289 370 57
289 386 53
289 1066 46
289 1067 73
289 1068 47
289 1069 40
289 1070 12
289 1071 84
289 1072 4
292 317 62
292 806 26
292 1082 43
292 1083 17
292 1084 40
292 1085 75
292 1086 45
292 1087 97
292 1088 31
292 1089 68
295 73 95
295 291 14
295 534 58
295 735 20
295 1090 61
295 1091 51
295 1092 93
295 1093 33
299 1117 77
300 861 80
300 1094 91
300 1095 54
300 1096 36
300 1097 96
300 1098 99
300 1099 8
300 1100 42
300 1101 38
301 1102 71
304 261 77
304 348 41
304 381 85
304 407 2
304 634 84
304 1054 1
304 3038 93
304 3076 10
304 6493 97
304 7397 41
305 437 40
305 1080 64
305 1103 36
305 1104 5
305 1105 74
305 1106 7
305 1107 65
305 1108 24
305 1109 52
305 1110 50
306 1118 52
308 365 31
308 367 40
308 619 5
308 752 66
308 1111 87
308 1112 3
308 1113 26
308 1114 80
308 1115 92
308 1116 48
311 970 8
311 3091 85
311 3216 32
311 3323 62
311 3324 20
311 3325 32
311 3326 54
311 3327 29
311 3328 28
314 535 95
314 560 20
314 596 44
314 850 82
314 973 24
314 1109 69
314 1119 88
314 1120 40
314 1121 44
314 1122 39
314 1123 89
314 1124 95
314 1125 21
314 1126 81
314 1127 99
314 1128 87
314 1129 19
314 1130 53
314 1131 64
314 1132 99
314 1133 96
314 1134 11
314 1135 6
314 1136 80
314 1137 43
314 1138 67
314 1139 99
315 1077 26
315 1157 73
315 1158 79
315 1159 54
315 1160 67
315 1161 98
315 1162 49
315 1163 48
315 1164 73
315 1165 17
316 390 87
316 848 13
316 1140 60
316 1141 78
316 1142 1
316 1143 54
316 1144 98
316 1145 33
316 1146 4
316 1147 36
317 830 52
317 1148 8
317 1149 99
317 1150 50
317 1151 55
317 1152 62
317 1153 7
317 1154 35
317 1155 4
317 1156 26
318 527 85
318 669 29
318 1166 98
318 1167 64
318 1168 34
318 1169 16
318 1170 61
318 1171 82
318 1172 15
318 1173 86
327 324 98
327 764 1
327 801 98
327 923 9
327 1174 30
327 1175 50
327 1176 14
327 1177 80
327 1178 35
327 1179 17
328 164 15
328 272 86
328 323 76
328 342 66
328 1180 87
328 1181 31
328 1182 27
328 1183 93
328 1184 17
328 1185 30
331 1186 70
331 1187 53
331 1188 10
331 1189 67
331 1190 16
331 1191 96
331 1192 34
331 1193 29
331 1194 77
331 1195 48
333 1196 14
335 397 27
335 734 1
335 1197 63
335 1198 87
335 1199 30
335 1200 64
335 1201 1
335 1202 9
335 1203 98
335 1204 17
336 1205 76
340 4998 83
340 6828 45
343 44 41
343 494 21
343 1203 27
343 1206 19
343 1207 66
343 1208 95
343 1209 100
343 1210 35
343 1211 47
344 88 9
344 399 54
344 782 63
344 1146 4
344 1212 87
344 1213 43
344 1214 33
344 1215 35
344 1216 8
344 1217 11
345 1218 35
345 1219 70
345 1220 97
345 1221 16
345 1222 85
345 1223 97
345 1224 25
345 1225 83
345 1226 66
345 1227 52
346 1228 17
346 1229 62
346 1230 44
346 1231 38
346 1232 88
346 1233 62
346 1234 3
346 1235 82
346 1236 61
347 883 89
347 1237 80
347 1238 21
347 1239 42
347 1240 94
347 1241 25
347 1242 29
347 1243 36
347 1244 9
347 1245 63
348 1095 43
348 1246 71
348 1247 97
348 1248 64
348 1249 67
348 1250 12
348 1251 1
348 1252 16
348 1253 88
348 1254 35
349 466 33
349 693 91
349 695 51
349 698 94
349 1247 34
349 1255 40
349 1256 81
349 1257 95
349 1258 94
349 1259 14
351 1310 55
352 700 83
352 1083 45
352 1260 76
352 1261 24
352 1262 39
352 1263 52
352 1264 52
352 1265 74
352 1266 12
352 1267 66
354 407 69
354 699 82
354 765 14
354 867 84
354 945 100
354 1072 78
354 1255 36
354 1299 15
354 1300 65
354 1301 70
355 1049 47
355 1174 8
355 1281 73
355 1282 92
355 1283 41
355 1284 12
355 1285 24
355 1286 88
355 1287 58
356 145 37
356 367 94
356 1302 40
356 1303 82
356 1304 21
356 1305 15
356 1306 72
356 1307 72
356 1308 19
356 1309 97
358 54 35
358 224 84
358 413 65
358 678 68
358 975 98
358 1288 1
358 1289 68
358 1290 75
358 1291 36
358 1292 34
360 411 91
360 1047 58
360 1151 33
360 1215 50
360 1293 30
360 1294 24
360 1295 91
360 1296 93
360 1297 48
360 1298 30
369 80 50
369 1311 36
369 1312 23
369 1313 41
369 1314 69
375 129 44
375 346 56
375 505 40
375 565 67
375 566 26
375 849 37
375 1316 54
375 1317 61
375 1318 53
381 395 21
381 1084 58
381 1319 5
381 1320 88
381 1321 84
381 1322 41
381 1323 22
381 1324 27
381 1325 98
381 1326 6
385 161 28
385 1747 79
385 2396 29
385 2898 70
385 3513 71
385 3684 28
385 4338 99
385 4339 21
385 4340 64
386 311 22
386 646 61
386 1020 84
386 1091 17
386 1119 68
386 1327 24
386 1328 83
386 1329 93
386 1330 12
386 1331 36
387 735 54
387 1332 64
387 1333 9
387 1334 63
387 1335 69
387 1336 96
387 1337 99
387 1338 61
387 1339 69
387 1340 77
390 289 10
390 1341 74
390 1342 4
390 1343 88
390 1344 55
390 1345 74
390 1346 58
390 1347 82
390 1348 24
390 1349 30
391 146 97
397 1197 45
397 1248 43
397 1350 81
397 1351 13
397 1352 10
397 1353 56
397 1354 48
397 1355 55
397 1356 67
405 790 35
405 819 60
405 933 82
405 1157 43
405 1217 74
405 1357 2
405 1358 39
405 1359 72
405 1360 14
405 1361 59
407 363 100
407 695 23
407 877 85
407 884 56
407 1362 62
407 1363 91
407 1364 81
407 1365 72
407 1366 24
408 497 4
408 595 1
408 1172 21
408 1367 1
408 1368 43
408 1369 53
408 1370 13
408 1371 5
408 1372 8
408 1373 60
409 803 59
409 1020 26
409 1374 95
409 1375 18
409 1376 59
409 1377 37
409 1378 91
409 1379 61
409 1380 27
410 102 15
410 591 74
410 617 38
410 717 66
410 1381 49
410 1382 22
410 1383 21
410 1384 10
410 1385 64
410 1386 1
411 4 33
411 129 87
411 572 5
411 585 34
411 1414 59
411 1415 57
411 1416 28
411 1417 11
411 1418 69
411 1419 32
412 388 70
412 1387 29
412 1388 42
412 1389 47
412 1390 75
412 1391 59
412 1392 6
412 1393 11
412 1394 2
412 1395 66
413 1396 90
413 1397 68
413 1398 91
413 1399 27
413 1400 33
413 1401 39
413 1402 100
413 1403 6
413 1404 1
415 1527 63
421 361 58
421 921 33
421 1396 49
421 1420 62
421 1421 18
421 1422 8
421 1423 70
421 1424 98
421 1425 70
421 1426 39
423 221 29
423 1405 40
423 1406 19
423 1407 71
423 1408 86
423 1409 93
423 1410 81
423 1411 43
423 1412 55
423 1413 34
424 758 8
424 1247 44
424 1427 1
424 1428 51
424 1429 22
424 1430 86
424 1431 89
424 1432 21
424 1433 91
426 1145 41
426 1434 35
426 1435 48
426 1436 26
426 1437 84
426 1438 62
426 1439 95
426 1440 43
426 1441 31
427 1448 92
427 1449 64
427 1450 21
427 1451 21
427 1452 55
427 1453 39
427 1454 43
427 1455 93
427 1456 31
427 1457 23
428 137 35
428 251 86
428 533 9
428 752 95
428 1442 81
428 1443 9
428 1444 45
428 1445 3
428 1446 46
428 1447 85
429 2808 23
429 2904 88
429 3052 26
429 3502 58
429 4034 36
429 4836 3
429 4837 93
429 4838 49
429 4839 97
429 4840 87
430 640 31
430 1462 41
430 1463 50
430 1464 52
430 1465 13
430 1466 57
430 1467 90
430 1468 55
430 1469 49
430 1470 73
433 4 29
433 576 83
433 720 58
433 874 89
433 1125 77
433 1345 38
433 1458 98
433 1459 21
433 1460 40
433 1461 95
438 481 6
438 1471 15
438 1472 83
438 1473 83
438 1474 24
438 1475 70
438 1476 37
438 1477 16
438 1478 18
438 1479 85
439 117 54
439 612 100
439 803 25
439 1196 55
439 1480 51
439 1481 37
439 1482 11
439 1483 93
439 1484 43
439 1485 59
442 1424 65
442 1700 24
445 293 42
445 739 22
445 1486 12
445 1487 70
445 1488 11
445 1489 61
445 1490 91
445 1491 3
445 1492 56
445 1493 48
446 295 17
446 1494 90
446 1495 82
446 1496 40
446 1497 59
446 1498 18
446 1499 7
446 1500 76
446 1501 2
446 1502 12
447 148 75
447 174 79
447 346 66
447 628 78
447 693 67
447 987 77
447 1503 70
447 1504 62
447 1505 35
447 1506 34
448 263 37
448 2341 28
448 3004 7
448 3530 100
448 4173 98
448 5150 17
448 6417 61
448 6634 40
448 6735 71
448 6736 68
453 638 87
453 913 87
453 1222 9
453 1507 68
453 1508 78
453 1509 67
453 1510 37
453 1511 36
453 1512 94
453 1513 38
458 112 47
458 292 20
458 1016 68
458 1514 13
458 1515 97
458 1516 35
458 1517 41
458 1518 18
458 1519 96
458 1520 75
463 261 51
463 551 32
463 696 3
463 1058 9
463 1528 31
463 1529 52
463 1530 26
463 1531 43
463 1532 91
464 365 48
464 601 62
464 1011 77
464 1226 35
464 1341 70
464 1521 96
464 1522 64
464 1523 36
464 1524 32
464 1525 52
465 1526 81
467 871 21
467 900 98
467 1397 1
467 1554 89
467 1555 62
467 1556 97
467 1557 75
467 1558 2
467 1559 15
467 1560 70
468 369 29
468 880 17
468 1314 53
468 1544 83
468 1545 26
468 1546 83
468 1547 34
468 1548 3
468 1549 78
468 1550 24
472 1605 50
473 127 91
473 168 52
473 265 36
473 1353 61
473 1533 47
473 1534 100
473 1535 48
473 1536 30
473 1537 3
473 1538 29
474 181 50
474 233 100
474 245 29
474 249 90
474 896 14
474 1539 77
474 1540 64
474 1541 67
474 1542 91
474 1543 85
475 148 95
475 628 60
475 766 37
475 987 77
475 1164 85
475 1503 72
475 1551 10
475 1552 39
475 1553 1
476 474 85
476 560 40
476 1461 91
476 1561 36
476 1562 76
476 1563 51
476 1564 82
476 1565 27
476 1566 51
476 1567 63
480 237 29
480 290 79
480 503 65
480 753 80
480 801 59
480 1568 54
480 1569 45
480 1570 35
480 1571 70
480 1572 12
483 147 78
483 1020 6
483 1119 58
483 1122 37
483 1579 43
483 1580 35
483 1581 73
483 1582 66
483 1583 96
483 1584 11
484 436 66
484 668 33
484 730 50
484 731 8
484 1573 68
484 1574 77
484 1575 59
484 1576 2
484 1577 3
484 1578 61
485 1709 64
485 1710 83
485 1711 39
485 1712 28
486 165 15
486 407 97
486 568 34
486 694 59
486 695 31
486 696 55
486 697 70
486 698 8
486 699 60
486 1255 28
487 213 96
487 287 2
487 544 14
487 1585 68
487 1586 19
487 1587 61
487 1588 30
487 1589 36
487 1590 93
487 1591 32
489 325 44
489 544 13
489 672 8
489 922 54
489 1160 14
489 1592 63
489 1593 14
489 1594 29
489 1595 97
489 1596 52
493 172 57
493 173 11
493 636 100
493 761 42
493 762 70
493 763 82
493 765 96
493 1456 91
493 1536 90
493 1597 55
495 720 70
495 893 37
495 1281 9
495 1598 83
495 1599 5
495 1600 27
495 1601 96
495 1602 34
495 1603 15
495 1604 88
496 92 65
496 709 58
